delivery_delay_delta,transit_speed_kmh,discount_rate_normalized,profit_ratio,shipping_mode_encoded,order_item_quantity_norm,price_deviation_score,benefit_ratio,is_fraud
0,136.83049481095432,0.200000004,0.109999999,0.0,1.0,0.39989998805,0.8790576953184646,0
-2,227.42924600733957,0.200000004,-1.5,0.0,1.0,0.39989998805,0.40763483695406605,0
-2,254.0739967441232,0.200000004,0.0,0.0,1.0,0.39989998805,0.8460385550782207,0
-1,181.27669555144465,0.200000004,0.5,0.0,1.0,0.5,0.9921724881660581,0
1,80.6926211397467,0.200000004,0.270000011,0.0,1.0,0.5,0.9249570285692076,0
0,110.67970025899201,0.239999996,0.25,0.0,1.0,0.5,0.9187178838223989,0
1,109.35971429283387,0.239999996,0.159999996,0.0,1.0,0.39989998805,0.893428561504305,0
2,91.22654470453695,0.239999996,0.310000002,0.0,1.0,0.5,0.9370415353404277,0
0,123.61677972374697,0.239999996,0.330000013,0.0,1.0,0.5,0.9419762501441962,0
-1,134.26411403558765,0.239999996,0.340000004,0.0,1.0,0.5,0.9443020863075166,0
0,109.89104866511887,0.239999996,0.370000005,0.0,1.0,0.5,0.9536054403502885,0
-2,272.30437045602406,0.239999996,0.059999999,0.0,1.0,0.5,0.8634884853223223,0
-1,135.0532894177187,0.28,0.479999989,0.0,1.0,0.3,0.9833736852553207,0
0,110.67970025899201,0.28,0.25999999,0.0,1.0,0.5,0.9204284192148232,0
-2,221.69699447076366,0.28,0.129999995,0.0,1.0,0.5,0.8817998352304867,0
-1,134.30104611561816,0.28,-0.829999983,0.0,1.0,0.5,0.607707956694386,0
-1,144.8998334146345,0.28,0.25999999,0.0,1.0,0.3,0.9204284192230272,0
2,73.16906437463052,0.28,0.379999995,0.0,1.0,0.39989998805,0.9533276910802019,0
0,100.75848610072366,0.28,0.449999988,0.0,1.0,0.39989998805,0.9747916671002337,0
2,66.39006735299058,0.28,0.150000006,0.0,1.0,0.5,0.8889619381726803,0
-1,138.85127251832694,0.28,0.340000004,0.0,1.0,0.5,0.9433176107102378,0
2,82.40482932149052,0.360000016,0.340000004,0.0,1.0,0.39989998805,0.9406647066080928,0
-1,147.53566196933403,0.360000016,0.289999992,0.0,1.0,0.39989998805,0.9272324097084543,0
-1,32.67111772841059,0.360000016,0.289999992,0.0,1.0,0.5,0.9272336489404988,0
-2,220.67280783233036,0.360000016,0.379999995,0.0,1.0,0.5,0.9524240546128315,0
-2,195.8768572532124,0.360000016,0.469999999,0.0,1.0,0.5,0.9776267783112533,0
2,82.40482932149052,0.400000004,0.360000014,0.0,1.0,0.39989998805,0.9457114328125492,0
0,120.19657551324572,0.400000004,0.079999998,0.0,1.0,0.39989998805,0.8668101493164853,0
0,100.79580566006284,0.479999988,0.25999999,0.0,1.0,0.39989998805,0.9172466555230755,0
2,68.95166790901524,0.479999988,0.330000013,0.0,1.0,0.39989998805,0.9340331807100183,0
-2,221.49780974675764,0.479999988,-0.039999999,0.0,1.0,0.39989998805,0.8343910756740447,0
1,82.98722682418541,0.51999998,0.079999998,0.0,1.0,0.5,0.8661096655726346,0
-1,142.8272590464497,0.51999998,-0.050000001,0.0,1.0,0.39989998805,0.8326524168629964,0
2,67.33024023601848,0.51999998,0.300000012,0.0,1.0,0.39989998805,0.9263399976588093,0
1,80.6926211397467,0.51999998,0.5,0.0,1.0,0.39989998805,0.9798691726068733,0
0,136.344269237683,0.51999998,0.109999999,0.0,1.0,0.5,0.8762867408770277,0
2,67.33024023601848,0.51999998,0.469999999,0.0,1.0,0.5,0.9718429548796942,0
0,128.7635491837527,0.600000024,0.479999989,0.0,1.0,0.5,0.9715599123410368,0
-2,272.78044907951767,0.639999984,0.239999995,0.0,1.0,0.5,0.9080608746673737,0
2,67.243010616313,0.680000008,0.270000011,0.0,1.0,0.39989998805,0.9149848636910889,0
2,75.22408442513897,0.680000008,0.360000014,0.0,1.0,0.5,0.9387274628368374,0
-1,181.9382367207051,0.720000028,0.419999987,0.0,1.0,0.5,0.9519933459437186,0
-2,274.4169002875008,0.720000028,0.25,0.0,1.0,0.5,0.9091068840950769,0
2,90.63002791518646,0.720000028,0.01,0.0,1.0,0.5,0.8490658349177926,0
-1,160.63302419687423,0.720000028,0.379999995,0.0,1.0,0.5,0.9406471982270596,0
0,124.82549388636869,0.720000028,0.129999995,0.0,1.0,0.5,0.8775788715606524,0
2,91.41115611905273,0.800000012,0.180000007,0.0,1.0,0.5,0.8891096090409517,0
0,136.76122514505676,0.800000012,0.469999999,0.0,1.0,0.5,0.9617151000066982,0
-2,214.83906335953984,0.800000012,0.310000002,0.0,1.0,0.39989998805,0.9230780896914377,0
1,45.37195586267474,0.800000012,0.340000004,0.0,1.0,0.5,0.9292272174205608,0
1,99.12186562775177,1.0,-0.140000001,0.0,1.0,0.39989998805,0.81420416279684,0
0,113.69500677626128,1.0,-0.800000012,0.0,1.0,0.39989998805,0.6614483191011455,0
-2,251.90398478053157,1.0,0.090000004,0.0,1.0,0.39989998805,0.8663485580410718,0
-1,136.0619498934582,1.0,0.409999996,0.0,1.0,0.5,0.9406471982270596,0
1,88.73496538231613,1.0,-0.01,0.0,1.0,0.39989998805,0.8428074183428833,0
-2,258.0561464912049,1.0,0.349999994,0.0,1.0,0.39989998805,0.9268015933347233,0
2,67.45057658194979,0.119999996,0.25,0.0,1.0,0.19989999295,0.9206503159593383,0
-1,134.77637672598587,0.200000004,-0.800000012,0.0,1.0,0.31989999282500003,0.612228109054339,0
1,109.65264220999332,0.239999996,0.460000008,0.0,1.0,0.47989998805,0.9797789650899874,0
1,107.58795623656364,0.239999996,0.49000001,0.0,1.0,0.5199000263,0.9884962430530523,0
-2,216.22689806090693,0.28,-0.800000012,0.0,1.0,0.249899992825,0.6171535590177284,0
0,104.7363860014928,0.28,0.180000007,0.0,1.0,0.249899992825,0.8961194597713962,0
-1,144.26710203261686,0.28,0.330000013,0.0,1.0,0.31989999282500003,0.9404590474852058,0
1,83.42122633230089,0.360000016,0.100000001,0.0,1.0,0.15989999295000001,0.8740522505892947,0
-1,143.13608328366706,0.479999988,0.140000001,0.0,1.0,0.19989999295,0.883405997778686,0
-1,181.62502992419294,0.479999988,-0.189999998,0.0,1.0,0.15989999295000001,0.79512905397462,0
0,101.5638489273104,0.479999988,-1.549999952,0.0,1.0,0.219899992825,0.426408450706396,0
-2,126.34801430189157,0.680000008,0.349999994,0.0,1.0,0.249899992825,0.9354159783276882,0
2,91.17568259784599,0.720000028,0.469999999,0.0,1.0,0.19989999295,0.9646047716925891,0
2,91.22654470453695,0.0,0.039999999,0.0,1.0,0.299899992825,0.8583486741235681,0
1,108.1227583085117,0.0,0.469999999,0.0,1.0,0.99990003585,0.9906363838322948,0
-2,203.72059236480763,0.119999996,0.0,0.0,1.0,0.99990003585,0.8460385550782207,0
0,100.92142946519006,0.200000004,0.409999996,0.0,1.0,0.99990003585,0.965868051574846,0
-2,212.80458126805271,0.639999984,0.079999998,0.0,1.0,0.99990003585,0.8654224672797024,0
1,99.61104479257338,0.800000012,0.079999998,0.0,1.0,0.99990003585,0.8644994238415367,0
1,109.45205728461029,0.0,0.100000001,0.0,1.0,0.5999000262999999,0.8768087207326509,0
1,103.10055947057158,0.119999996,0.059999999,0.0,1.0,0.5999000262999999,0.8648391262110239,0
0,133.9876619280528,0.159999996,0.479999989,0.0,1.0,0.5999000262999999,0.987806966200872,0
-2,201.377847598785,0.400000004,0.449999988,0.0,1.0,0.5999000262999999,0.9706372160221788,0
0,110.78091920544632,0.639999984,0.090000004,0.0,1.0,0.5999000262999999,0.8687777075788984,0
-2,203.72059236480763,0.680000008,-0.029999999,0.0,1.0,0.5999000262999999,0.838633202092779,0
1,88.67590033571909,1.0,0.129999995,0.0,1.0,0.5999000262999999,0.8748804578798713,0
-2,212.80458126805271,0.119999996,0.090000004,0.0,1.0,0.5,0.8720042480776672,0
-1,40.724121009361326,0.360000016,0.379999995,0.0,1.0,0.39989998805,0.9510197361648391,0
0,136.70666760256796,0.720000028,0.059999999,0.0,1.0,0.39989998805,0.8619326711389277,0
2,71.9779740829087,0.800000012,0.129999995,0.0,1.0,0.5,0.8787725565575248,0
1,109.37109737255194,1.0,0.180000007,0.0,1.0,0.39989998805,0.8866431742839341,0
-1,234.627907223258,0.239999996,0.029999999,0.0,1.0,0.5999000262999999,0.8533105710514789,0
-1,234.627907223258,0.239999996,0.349999994,0.0,1.0,0.44989998805,0.9477908976586804,0
1,121.35583928811175,0.360000016,0.370000005,0.0,1.0,0.44989998805,0.9496235288794168,0
0,142.55489497240848,0.400000004,0.349999994,0.0,1.0,0.44989998805,0.9429494543933635,0
1,109.25449634279988,0.639999984,0.460000008,0.0,1.0,0.34989998805,0.9649134676480821,0
-1,182.8862069080015,0.04,0.469999999,0.0,1.0,0.99990003585,0.9891902881071681,0
-1,209.38236182000452,0.04,0.330000013,0.0,1.0,0.5497000122,0.9450217207203816,0
-1,245.85018843294432,0.04,0.119999997,0.0,1.0,0.99990003585,0.883194130934292,0
-1,234.5638283947885,0.159999996,0.090000004,0.0,1.0,0.99990003585,0.8720314593307781,0
-1,189.7355616064817,0.159999996,0.340000004,0.0,1.0,0.31989999282500003,0.9458638491383569,0
1,109.25449634279988,0.159999996,0.460000008,0.0,1.0,0.99990003585,0.9818982411919484,0
-1,224.20787805728241,0.159999996,-0.029999999,0.0,1.0,0.99990003585,0.8374727119228131,0
2,91.16120685919594,0.159999996,-0.340000004,0.0,1.0,0.99990003585,0.7462144833136161,0
2,101.44514540788576,0.200000004,0.039999999,0.0,1.0,0.99990003585,0.8577304386283208,0
0,149.60737722329708,0.239999996,0.059999999,0.0,1.0,0.99990003585,0.8643517370329634,0
2,91.34941600185392,0.360000016,0.270000011,0.0,1.0,0.99990003585,0.9216296567642376,0
-1,218.94851389470048,0.360000016,0.100000001,0.0,1.0,0.99990003585,0.8740375393692498,0
0,136.49364436602812,0.360000016,0.469999999,0.0,1.0,0.99990003585,0.9776214751078671,0
-2,213.47785205720365,0.360000016,0.479999989,0.0,1.0,0.279899992825,0.9804198970447023,0
1,114.42888496929982,0.400000004,0.25999999,0.0,1.0,0.99990003585,0.9180297883399706,0
-2,269.4689291042893,0.400000004,0.349999994,0.0,1.0,0.99990003585,0.9429458061937288,0
0,173.4980040815942,0.479999988,-0.800000012,0.0,1.0,0.99990003585,0.6294556479775786,0
1,120.4343007224292,0.51999998,0.360000014,0.0,1.0,0.99990003585,0.9423919838845394,0
0,168.51391161293023,0.51999998,0.389999986,0.0,1.0,0.99990003585,0.9504224637042048,0
1,92.89367742440339,0.600000024,0.300000012,0.0,1.0,0.99990003585,0.9244910924071311,0
0,119.8486516315286,0.600000024,0.479999989,0.0,1.0,0.34989998805,0.971560613131171,0
2,99.39022544764745,0.639999984,0.349999994,0.0,1.0,0.99990003585,0.9364906617800399,0
2,82.35352765660149,0.680000008,-0.209999993,0.0,1.0,0.99990003585,0.7916466824539421,0
0,97.85995400850778,0.680000008,-1.769999981,0.0,1.0,0.99990003585,0.3948364736335829,0
1,106.53602910779504,1.0,0.319999993,0.0,1.0,0.5497000122,0.9198701675604622,0
1,107.04333014608791,1.0,-0.230000004,0.0,1.0,0.99990003585,0.7941204368006091,0
0,124.46136964393634,1.0,-0.059999999,0.0,1.0,0.99990003585,0.8315036972216657,0
0,103.49486879628178,0.0,0.180000007,0.0,1.0,0.5999000262999999,0.9007991925955616,0
0,141.9528379460234,0.0,-0.280000001,0.0,1.0,0.5999000262999999,0.761430858445361,0
1,91.08599487080697,0.0,0.129999995,0.0,1.0,0.5999000262999999,0.884491007147503,0
1,82.65050171423265,0.04,0.25,0.0,1.0,0.5999000262999999,0.9221844561561121,0
-1,182.51215559829097,0.08,0.300000012,0.0,1.0,0.5999000262999999,0.9364925878830008,0
-2,251.61853883725814,0.08,0.449999988,0.0,1.0,0.5999000262999999,0.9817144709396816,0
1,80.57252659831688,0.08,0.150000006,0.0,1.0,0.5999000262999999,0.8912604420221991,0
2,68.95166790901524,0.119999996,0.0,0.0,1.0,0.5999000262999999,0.8460385550782207,0
2,85.01152512691965,0.159999996,0.469999999,0.0,1.0,0.5999000262999999,0.984853025272253,0
2,82.3292555540773,0.159999996,0.230000004,0.0,1.0,0.5999000262999999,0.9139688275675764,0
0,162.6743534646263,0.200000004,-0.200000003,0.0,1.0,0.5999000262999999,0.7875854953335589,0
0,142.11312892807538,0.239999996,-0.800000012,0.0,1.0,0.5999000262999999,0.6134571352594648,0
0,109.7369193523008,0.28,0.330000013,0.0,1.0,0.5999000262999999,0.9404516831561975,0
-2,311.83279854132985,0.28,0.270000011,0.0,1.0,0.5999000262999999,0.9232921840069085,0
0,150.50797415481475,0.28,0.49000001,0.0,1.0,0.5999000262999999,0.9862376889833027,0
-1,138.00439130626717,0.360000016,0.49000001,0.0,1.0,0.5999000262999999,0.9832222102875553,0
-1,165.1737152911299,0.400000004,0.349999994,0.0,1.0,0.5999000262999999,0.9429440668921648,0
-2,311.1415348837381,0.400000004,0.340000004,0.0,1.0,0.5999000262999999,0.9401747472856874,0
-1,133.76385080100727,0.400000004,0.330000013,0.0,1.0,0.5999000262999999,0.9360310307006057,0
-1,177.0133846392524,0.479999988,0.479999989,0.0,1.0,0.5999000262999999,0.9759912181791804,0
2,106.55348290446885,0.479999988,-0.129999995,0.0,1.0,0.5999000262999999,0.812201627857103,0
2,91.23625076631927,0.600000024,-1.75,0.0,1.0,0.5999000262999999,0.3884041455091723,0
1,133.71683994996997,0.639999984,-0.779999971,0.0,1.0,0.5999000262999999,0.6444632011068552,0
2,91.23625076631927,0.639999984,-1.200000048,0.0,1.0,0.5999000262999999,0.5359265626343882,0
2,66.94406050512627,0.680000008,0.469999999,0.0,1.0,0.5999000262999999,0.9660524600062947,0
-2,310.25734846010863,0.680000008,0.469999999,0.0,1.0,0.5999000262999999,0.9660524600062947,0
0,127.0369983720616,0.680000008,0.300000012,0.0,1.0,0.5999000262999999,0.9226460133385072,0
-2,310.25734846010863,0.720000028,0.409999996,0.0,1.0,0.5999000262999999,0.9494673347696584,0
1,124.46623865031209,0.720000028,0.370000005,0.0,1.0,0.5999000262999999,0.9393747242299922,0
0,168.53219009052307,0.720000028,-0.670000017,0.0,1.0,0.5999000262999999,0.677777029378328,0
1,108.1571732571441,0.800000012,0.430000007,0.0,1.0,0.5999000262999999,0.9518674117933926,0
0,100.85654817758204,0.800000012,0.349999994,0.0,1.0,0.5999000262999999,0.9321847599938019,0
0,104.58781353403678,0.800000012,0.419999987,0.0,1.0,0.5999000262999999,0.9494057970025299,0
-2,293.90153449335224,0.800000012,-0.239999995,0.0,1.0,0.5999000262999999,0.7874624157684105,0
-2,269.4689291042893,1.0,-0.670000017,0.0,1.0,0.5999000262999999,0.692136440017062,0
-1,163.83995164571286,1.0,0.270000011,0.0,1.0,0.5999000262999999,0.9083378855296864,0
1,125.28610762825856,0.0,0.360000014,0.0,1.0,0.5,0.9577156449958732,0
-2,265.27576717691164,0.04,-1.75,0.0,1.0,0.5,0.3130281032517681,0
-1,189.7355616064817,0.04,-0.159999996,0.0,1.0,0.3,0.7963837847538232,0
0,176.4031179568823,0.119999996,0.439999998,0.0,1.0,0.39989998805,0.9773457977648476,0
0,168.16661122752785,0.119999996,0.469999999,0.0,1.0,0.5,0.9863025229957539,0
1,93.378849059138,0.119999996,0.280000001,0.0,1.0,0.39989998805,0.9296019114883861,0
2,78.3270542280993,0.200000004,-0.090000004,0.0,1.0,0.39989998805,0.8203125520166367,0
1,109.65879578717535,0.200000004,0.469999999,0.0,1.0,0.5,0.9834106018658726,0
2,105.4065723190637,0.239999996,0.100000001,0.0,1.0,0.5,0.8751176684770677,0
-1,167.4365138142087,0.28,-0.829999983,0.0,1.0,0.5,0.607707956694386,0
-1,189.7355616064817,0.28,0.109999999,0.0,1.0,0.5,0.8783664581471815,0
-2,252.15365951746182,0.28,-0.620000005,0.0,1.0,0.5,0.668647350335528,0
-1,200.91092970122588,0.28,0.479999989,0.0,1.0,0.3,0.9833736852553207,0
1,109.49242763379307,0.28,-0.180000007,0.0,1.0,0.39989998805,0.7956789795327788,0
1,92.89367742440339,0.360000016,0.389999986,0.0,1.0,0.5,0.9552298340162739,0
-1,177.0133846392524,0.360000016,0.409999996,0.0,1.0,0.39989998805,0.9608208438481465,0
0,174.62785964804812,0.360000016,0.469999999,0.0,1.0,0.5,0.9776267783112533,0
-1,138.20915715476116,0.360000016,0.349999994,0.0,1.0,0.5,0.9440313524669884,0
0,119.00374410882436,0.479999988,0.349999994,0.0,1.0,0.39989998805,0.940787800352617,0
1,95.82810098839897,0.479999988,0.300000012,0.0,1.0,0.5,0.9272582568365134,0
-2,313.1688935779643,0.600000024,0.5,0.0,1.0,0.39989998805,0.9767918993863896,0
1,140.15817343578294,0.600000024,-0.109999999,0.0,1.0,0.5,0.8164918117767489,0
0,149.60737722329708,0.600000024,0.209999993,0.0,1.0,0.5,0.9009603032051554,0
0,146.219260242387,0.600000024,-0.519999981,0.0,1.0,0.39989998805,0.7100538556962993,0
-2,231.18524265298075,0.639999984,0.059999999,0.0,1.0,0.5,0.8623194129100564,0
-2,251.96322689732855,0.639999984,0.280000001,0.0,1.0,0.39989998805,0.9171081779973582,0
0,146.219260242387,0.639999984,0.349999994,0.0,1.0,0.5,0.9364877683999558,0
0,150.2342800535264,0.639999984,0.460000008,0.0,1.0,0.5,0.964914662132538,0
-1,207.64031561207764,0.680000008,0.25999999,0.0,1.0,0.39989998805,0.9124307271642693,0
2,67.23018181195718,0.680000008,0.039999999,0.0,1.0,0.5,0.8562525481101418,0
2,78.27195813138414,0.720000028,0.079999998,0.0,1.0,0.5,0.8649652069263526,0
2,94.98440826871223,0.720000028,0.150000006,0.0,1.0,0.7,0.8838795518202935,0
-2,273.527047793538,0.720000028,0.479999989,0.0,1.0,0.5,0.9671297486734048,0
2,103.96550422969246,0.720000028,-0.059999999,0.0,1.0,0.5,0.830902155880361,0
2,91.16120685919594,0.720000028,0.360000014,0.0,1.0,0.5,0.9376199195664039,0
0,106.00533945211843,0.800000012,-0.800000012,0.0,1.0,0.39989998805,0.649139226219211,0
1,100.45498321559941,1.0,0.129999995,0.0,1.0,0.39989998805,0.8767343566219089,0
-1,182.69607446694448,1.0,0.340000004,0.0,1.0,0.5,0.9240340821137613,0
2,99.16430222046951,0.04,0.129999995,0.0,1.0,0.19989999295,0.885622186623906,0
0,150.52950020167776,0.200000004,0.039999999,0.0,1.0,0.219899992825,0.8577345859514794,0
1,116.54999443857793,0.400000004,0.039999999,0.0,1.0,0.219899992825,0.8565593870820665,0
-2,293.90153449335224,0.479999988,0.449999988,0.0,1.0,0.19989999295,0.9678675014575449,0
1,137.1058289537086,0.51999998,0.159999996,0.0,1.0,0.17989999295,0.8896807910113601,0
-1,133.76385080100727,0.600000024,0.280000001,0.0,1.0,0.249899992825,0.9179590648729675,0
1,109.70798372020377,0.720000028,0.469999999,0.0,1.0,0.15989999295000001,0.9645965109781877,0
2,91.23625076631927,0.200000004,0.189999998,0.0,1.0,0.299899992825,0.901577708222307,0
-2,334.48457565722634,0.04,0.079999998,0.0,1.0,0.99990003585,0.8688808027029258,0
0,164.36415074871053,0.600000024,0.200000003,0.0,1.0,0.99990003585,0.8983381949678192,0
2,91.22986376381358,1.0,-0.129999995,0.0,1.0,0.99990003585,0.8171965251054378,0
0,124.16206477440949,0.119999996,0.159999996,0.0,1.0,0.5999000262999999,0.8946861872958332,0
-1,178.96393717870487,0.28,0.330000013,0.0,1.0,0.5999000262999999,0.939025999439869,0
-1,142.0121976164914,0.360000016,0.090000004,0.0,1.0,0.5999000262999999,0.8712393204414973,0
2,91.60778440087782,0.51999998,0.479999989,0.0,1.0,0.5999000262999999,0.9745142555612631,0
-1,151.72648541718726,0.600000024,0.330000013,0.0,1.0,0.5999000262999999,0.9310257532414169,0
2,72.97566439369471,0.680000008,0.469999999,0.0,1.0,0.5999000262999999,0.9660524600062947,0
-1,191.98849734258548,0.800000012,0.100000001,0.0,1.0,0.5999000262999999,0.8706546876017649,0
-1,191.98849734258548,1.0,0.270000011,0.0,1.0,0.5999000262999999,0.9083378855296864,0
0,136.70096626813418,0.0,0.49000001,0.0,1.0,0.5,0.9967872439477792,0
2,95.36195999218958,0.0,0.079999998,0.0,1.0,0.5,0.8691123339868266,0
-2,348.9721561523834,0.08,0.479999989,0.0,1.0,0.39989998805,0.990762710883293,0
1,134.59322869469847,0.08,0.079999998,0.0,1.0,0.5,0.8686570103826582,0
2,72.97566439369471,0.28,0.189999998,0.0,1.0,0.5,0.9004065315760916,0
1,87.58927847366937,0.28,-0.029999999,0.0,1.0,0.5,0.8377443009683483,0
1,87.58927847366937,0.360000016,0.029999999,0.0,1.0,0.5,0.8544435635151365,0
1,107.60423462811623,0.400000004,0.25999999,0.0,1.0,0.5,0.9180287452730711,0
-2,348.9721561523834,0.51999998,0.129999995,0.0,1.0,0.5,0.8808399675292224,0
-2,266.493528768338,0.600000024,0.449999988,0.0,1.0,0.39989998805,0.9637134881993342,0
-2,216.4262538750273,0.600000024,0.300000012,0.0,1.0,0.5,0.9244894033674808,0
-1,182.23225242450266,0.680000008,0.349999994,0.0,1.0,0.5,0.9354171416744422,0
-1,235.21695954880806,0.800000012,-0.699999988,0.0,1.0,0.19989999295,0.6737604863007266,0
-1,169.5875215271847,0.119999996,0.310000002,0.0,1.0,0.31989999282500003,0.9394396393444482,0
-1,165.31619735023065,0.239999996,0.479999989,0.0,1.0,0.5497000122,0.9855865709006633,0
0,128.0578645316127,0.239999996,0.050000001,0.0,1.0,0.99990003585,0.8605734129347757,0
2,77.72708811786373,0.28,0.150000006,0.0,1.0,0.99990003585,0.8889539200131337,0
-1,146.65247525995994,0.28,0.300000012,0.0,1.0,0.99990003585,0.9318754445892109,0
-1,160.3220525695361,0.28,0.25,0.0,1.0,0.44989998805,0.9175660729571072,0
1,108.62705836780444,0.400000004,0.079999998,0.0,1.0,0.31989999282500003,0.8668114483929366,0
2,79.8789378659899,0.479999988,0.280000001,0.0,1.0,0.99990003585,0.9218450373201862,0
-1,148.1756880800778,0.51999998,0.129999995,0.0,1.0,0.5497000122,0.8794956030290605,0
1,88.9645308190239,0.600000024,0.349999994,0.0,1.0,0.99990003585,0.9375675457912334,0
1,90.63924020070553,0.639999984,0.090000004,0.0,1.0,0.5497000122,0.8687835272494614,0
-1,175.198625682777,0.639999984,0.479999989,0.0,1.0,0.99990003585,0.9700832870295132,0
0,110.80795452928446,0.639999984,0.100000001,0.0,1.0,0.99990003585,0.8718837713468629,0
-1,175.198625682777,0.680000008,0.49000001,0.0,1.0,0.99990003585,0.9711601710407065,0
1,90.55699658052235,0.680000008,0.479999989,0.0,1.0,0.99990003585,0.968606411928651,0
2,77.72708811786373,0.800000012,-0.01,0.0,1.0,0.31989999282500003,0.8428456845587505,0
-1,166.1604095845063,0.800000012,-1.549999952,0.0,1.0,0.99990003585,0.46455085423035036,0
-2,246.36174793933756,0.800000012,0.209999993,0.0,1.0,0.99990003585,0.8977228326757086,0
1,44.694193730653296,0.0,0.280000001,0.0,1.0,0.5999000262999999,0.9321847599938019,0
1,87.5796486051009,0.0,0.479999989,0.0,1.0,0.5999000262999999,0.9937148323653255,0
1,87.5796486051009,0.04,0.340000004,0.0,1.0,0.5999000262999999,0.9489852754053741,0
-1,181.3087590587887,0.08,-0.730000019,0.0,1.0,0.5999000262999999,0.6250369673954116,0
2,70.17403968051222,0.119999996,0.340000004,0.0,1.0,0.5999000262999999,0.9469031543394827,0
1,90.63924020070553,0.159999996,-1.549999952,0.0,1.0,0.5999000262999999,0.3882503009375005,0
2,75.25664772070282,0.159999996,-0.159999996,0.0,1.0,0.5999000262999999,0.7996679163806129,0
0,107.1180194142158,0.159999996,0.059999999,0.0,1.0,0.5999000262999999,0.8637621712028862,0
1,90.63924020070553,0.200000004,0.129999995,0.0,1.0,0.5999000262999999,0.8825729973344449,0
1,109.76445529901812,0.200000004,0.079999998,0.0,1.0,0.5999000262999999,0.8679571706076245,0
-2,195.76452293381615,0.239999996,0.360000014,0.0,1.0,0.5999000262999999,0.9506981461139276,0
2,91.2535484116921,0.28,0.280000001,0.0,1.0,0.5999000262999999,0.9261538103461322,0
0,136.85711866552612,0.360000016,0.07,0.0,1.0,0.5999000262999999,0.8647981003491568,0
-2,256.5646296897592,0.360000016,0.090000004,0.0,1.0,0.5999000262999999,0.8706752015173438,0
2,68.05262537368564,0.400000004,0.360000014,0.0,1.0,0.5999000262999999,0.9465441706325359,0
0,100.85281856920437,0.479999988,0.360000014,0.0,1.0,0.5999000262999999,0.9434979229814273,0
-1,179.45622910155112,0.51999998,0.340000004,0.0,1.0,0.5999000262999999,0.9365028389739453,0
0,123.91876627917476,0.51999998,0.360000014,0.0,1.0,0.5999000262999999,0.9432004849392851,0
1,87.81341150594122,0.639999984,0.469999999,0.0,1.0,0.5999000262999999,0.9674986537919316,0
-1,165.76870902379065,0.680000008,0.109999999,0.0,1.0,0.5999000262999999,0.8748907128786267,0
2,67.28201599354912,0.680000008,-0.239999995,0.0,1.0,0.5999000262999999,0.7839853876751199,0
-2,253.10910759768151,0.680000008,0.349999994,0.0,1.0,0.5999000262999999,0.9354156289567955,0
2,91.23216753625235,0.720000028,0.349999994,0.0,1.0,0.5999000262999999,0.9343386700305903,0
-2,319.2629752791068,1.0,0.330000013,0.0,1.0,0.5999000262999999,0.9221844561561121,0
1,88.9645308190239,1.0,0.479999989,0.0,1.0,0.5999000262999999,0.9567906414776852,0
0,102.87894865831537,1.0,0.330000013,0.0,1.0,0.5999000262999999,0.9210254494037271,0
0,127.38358944842203,0.0,0.330000013,0.0,1.0,0.5,0.9460249303488463,0
1,103.24973259161074,0.04,0.330000013,0.0,1.0,0.39989998805,0.945019051030782,0
-2,225.11854644014792,0.119999996,0.340000004,0.0,1.0,0.39989998805,0.946911567491401,0
0,136.73396089593297,0.159999996,0.449999988,0.0,1.0,0.5,0.9789435215917907,0
2,91.1743637120223,0.159999996,-0.699999988,0.0,1.0,0.5,0.639297496057112,0
2,91.16309320186127,0.159999996,0.039999999,0.0,1.0,0.39989998805,0.8572552159084155,0
-2,256.5646296897592,0.200000004,0.079999998,0.0,1.0,0.39989998805,0.8679641267741667,0
0,100.6762299835478,0.239999996,-0.129999995,0.0,1.0,0.5,0.8096988906999786,0
1,99.15698542456148,0.28,0.219999999,0.0,1.0,0.39989998805,0.9095534724718664,0
0,100.79580566006284,0.28,0.119999997,0.0,1.0,0.5,0.8803723376265977,0
0,127.38358944842203,0.400000004,0.310000002,0.0,1.0,0.39989998805,0.9327099581488475,0
-1,169.1736543763702,0.479999988,0.349999994,0.0,1.0,0.5,0.9407948737962288,0
-1,142.71573765925044,0.479999988,0.25999999,0.0,1.0,0.39989998805,0.9172466555230755,0
0,136.8174774351948,0.479999988,0.460000008,0.0,1.0,0.5,0.9705754272927382,0
0,101.5638489273104,0.51999998,-1.700000048,0.0,1.0,0.39989998805,0.39101753340640444,0
0,136.9041627258979,0.51999998,0.349999994,0.0,1.0,0.39989998805,0.9397107535560839,0
-2,253.10910759768151,0.51999998,0.300000012,0.0,1.0,0.39989998805,0.9263399976588093,0
2,91.23506636509694,0.600000024,-0.129999995,0.0,1.0,0.39989998805,0.8123116404586291,0
1,86.41632615242949,0.600000024,0.360000014,0.0,1.0,0.5,0.9401795730253327,0
-1,175.198625682777,0.680000008,0.180000007,0.0,1.0,0.39989998805,0.8914898819603099,0
2,90.77723487914915,0.680000008,0.409999996,0.0,1.0,0.5,0.9507381365059115,0
0,128.0578645316127,0.680000008,0.49000001,0.0,1.0,0.5,0.9711661202168437,0
1,82.2168636360101,0.720000028,0.079999998,0.0,1.0,0.5,0.8649652069263526,0
-2,201.71309635516408,0.800000012,0.289999992,0.0,1.0,0.5,0.917413444502175,0
