delivery_delay_delta,transit_speed_kmh,discount_rate_normalized,profit_ratio,shipping_mode_encoded,order_item_quantity_norm,price_deviation_score,benefit_ratio,is_fraud
1,82.69023920209506,0.159999996,0.039999999,0.0,1.0,0.5,0.8578523303482861,0
2,41.24306323212493,0.200000004,0.289999992,0.0,1.0,0.39989998805,0.9308020461672382,0
0,53.26294053753267,0.239999996,0.360000014,0.0,1.0,0.39989998805,0.9515736345432972,0
-2,207.43791325520922,0.239999996,0.219999999,0.0,1.0,0.5,0.9100052226545084,0
2,69.13893898750136,0.239999996,-0.100000001,0.0,1.0,0.5,0.8169594416793736,0
-2,207.39772228278267,0.360000016,0.49000001,0.0,1.0,0.3,0.9832301157112556,0
-1,138.25524451683282,0.360000016,0.059999999,0.0,1.0,0.39989998805,0.8636713306931374,0
1,82.96775001560766,0.400000004,0.100000001,0.0,1.0,0.5,0.8737270897685477,0
0,103.69649004964276,0.400000004,0.300000012,0.0,1.0,0.5,0.929104159149202,0
-1,138.07193687817687,0.51999998,0.449999988,0.0,1.0,0.39989998805,0.9664830270508138,0
-1,138.28087158950734,0.51999998,0.479999989,0.0,1.0,0.5,0.9745133578872407,0
-1,138.25911673157316,0.51999998,0.219999999,0.0,1.0,0.5,0.9049228369701626,0
0,103.69471736673331,0.600000024,0.25999999,0.0,1.0,0.39989998805,0.9140309047768745,0
-2,207.4406590094106,0.600000024,0.039999999,0.0,1.0,0.5,0.8564986681834553,0
0,103.70716392398644,0.639999984,0.5,0.0,1.0,0.39989998805,0.9752532627761479,0
1,82.97354907564996,0.680000008,0.340000004,0.0,1.0,0.5,0.9323529464688668,0
2,24.752561193607036,0.680000008,0.349999994,0.0,1.0,0.5,0.9354171416744422,0
0,103.38179257571556,0.800000012,-0.699999988,0.0,1.0,0.5,0.6737543392272968,0
1,82.97585039497729,0.800000012,-0.159999996,0.0,1.0,0.5,0.8059209466986117,0
0,103.71217660448504,1.0,0.460000008,0.0,1.0,0.39989998805,0.9521737136225206,0
-1,138.56745289310942,1.0,-0.059999999,0.0,1.0,0.5,0.8315051503528008,0
2,41.24306323212493,1.0,0.280000001,0.0,1.0,0.5,0.9106451360223172,0
-1,138.3020164070775,1.0,0.49000001,0.0,1.0,0.5,0.9591062213539443,0
1,82.9575455586699,0.04,0.129999995,0.0,1.0,0.47989998805,0.884105403275826,0
0,103.69649004964276,0.159999996,0.479999989,0.0,1.0,0.31989999282500003,0.9877943094304091,0
2,69.03596843908844,0.479999988,-0.200000003,0.0,1.0,0.89990003585,0.7918929075313302,0
0,103.71783067195837,0.680000008,0.280000001,0.0,1.0,0.299899992825,0.917539826727533,0
-2,123.66606215517432,0.200000004,0.25999999,0.0,1.0,0.5999000262999999,0.9220306037688183,0
1,82.97695329158005,0.0,0.300000012,0.0,1.0,0.99990003585,0.9383367486563715,0
0,103.70741689495615,0.04,-0.039999999,0.0,1.0,0.99990003585,0.8344635906897637,0
1,82.97359715659063,0.119999996,0.289999992,0.0,1.0,0.99990003585,0.932583107471428,0
-2,207.44037259304298,0.159999996,0.079999998,0.0,1.0,0.99990003585,0.8681915975941997,0
1,82.96347170190617,0.159999996,0.379999995,0.0,1.0,0.99990003585,0.9567914577662157,0
0,103.69558141508342,0.200000004,-1.649999976,0.0,1.0,0.99990003585,0.3637975981426583,0
2,69.14980037748805,0.200000004,0.419999987,0.0,1.0,0.99990003585,0.968791022462371,0
2,69.14730284534635,0.400000004,-0.600000024,0.0,1.0,0.99990003585,0.6799091963387067,0
-2,207.41264893497348,0.400000004,-0.050000001,0.0,1.0,0.99990003585,0.8321929035057338,0
-1,138.2880126271574,1.0,0.180000007,0.0,1.0,0.89990003585,0.8864204457180374,0
-2,207.45246350678482,0.0,0.469999999,0.0,1.0,0.5999000262999999,0.9906378157998825,0
-2,207.39796734589538,0.04,0.280000001,0.0,1.0,0.5999000262999999,0.9297949497435399,0
2,69.13560100958206,0.04,0.059999999,0.0,1.0,0.5999000262999999,0.8649211799143052,0
-1,87.62031509893914,0.08,0.109999999,0.0,1.0,0.5999000262999999,0.8801113864308798,0
1,82.96844360261375,0.119999996,0.090000004,0.0,1.0,0.5999000262999999,0.8719983176250687,0
1,82.97759285126277,0.159999996,-0.829999983,0.0,1.0,0.5999000262999999,0.6000208233337633,0
1,82.95295478827848,0.239999996,-0.550000012,0.0,1.0,0.5999000262999999,0.6861362671506321,0
4,69.13431151874688,0.51999998,0.460000008,0.33,0.2,0.0,0.9691725567849718,0
4,69.1262193788476,0.08,0.349999994,0.33,0.2,0.0,0.9515707510382969,0
1,138.26450325292296,0.360000016,0.49000001,0.33,0.2,0.0,0.9832138401237489,0
3,82.9770060796096,0.400000004,0.25999999,0.33,0.2,0.0,0.9180342805491499,0
4,69.1262193788476,0.720000028,0.5,0.33,0.2,0.0,0.9721962378084253,0
2,103.71286383232241,0.800000012,0.469999999,0.33,0.2,0.0,0.9617239965246248,0
2,103.70270579689704,0.04,0.0,0.33,0.2,0.0,0.8460385550782207,0
3,82.9770060796096,0.08,0.330000013,0.33,0.2,0.0,0.9440214773761594,0
1,137.80967979562203,0.0,-0.200000003,0.33,0.2,0.0,0.784503610608738,0
2,103.37136298485309,0.04,0.270000011,0.33,0.2,0.0,0.9282733040572196,0
1,137.8035225540603,0.04,0.100000001,0.33,0.2,0.0,0.8765018807085115,0
4,68.92011905913868,0.08,0.479999989,0.33,0.2,0.0,0.9907575546069741,0
1,137.81785038758562,0.119999996,0.280000001,0.33,0.2,0.0,0.9295937123011144,0
4,68.90185455021134,0.159999996,0.310000002,0.33,0.2,0.0,0.9384820371227601,0
4,68.91480481025994,0.200000004,0.330000013,0.33,0.2,0.0,0.941029626706384,0
3,56.426406549950265,0.239999996,0.419999987,0.33,0.2,0.0,0.9681449880581169,0
0,206.72751760477513,0.239999996,0.050000001,0.33,0.2,0.0,0.8605757913787055,0
1,137.80443327455083,0.239999996,0.5,0.33,0.2,0.0,0.9914041055913202,0
3,82.69833108597179,0.28,0.039999999,0.33,0.2,0.0,0.857483149261013,0
2,103.37466360907138,0.28,0.300000012,0.33,0.2,0.0,0.9318735845308576,0
0,206.69435178189596,0.360000016,0.029999999,0.33,0.2,0.0,0.8544330016445199,0
2,103.36908580412802,0.360000016,-0.680000007,0.33,0.2,0.0,0.6570612852711764,0
2,66.48134697604259,0.360000016,0.460000008,0.33,0.2,0.0,0.9748263965724607,0
3,82.68728309456051,0.360000016,0.059999999,0.33,0.2,0.0,0.8636771771772439,0
0,206.743872060869,0.400000004,0.479999989,0.33,0.2,0.0,0.9789426471307725,0
4,68.90840798042396,0.400000004,0.100000001,0.33,0.2,0.0,0.8737280627810018,0
2,103.37682527119689,0.600000024,0.469999999,0.33,0.2,0.0,0.968944892847131,0
1,137.8315380637865,0.600000024,0.469999999,0.33,0.2,0.0,0.9689502818670986,0
1,137.8109028669502,0.639999984,0.310000002,0.33,0.2,0.0,0.9269257490466469,0
4,68.91686949500387,0.680000008,0.289999992,0.33,0.2,0.0,0.92009217050916,0
3,82.69783368581443,0.680000008,0.349999994,0.33,0.2,0.0,0.935408993998113,0
3,82.67872228468876,0.680000008,0.189999998,0.33,0.2,0.0,0.8945560236922656,0
2,103.38087659703774,0.720000028,0.479999989,0.33,0.2,0.0,0.967127739654571,0
1,137.79804549735366,0.720000028,0.349999994,0.33,0.2,0.0,0.9343372940163049,0
4,68.91164855881144,0.720000028,0.300000012,0.33,0.2,0.0,0.9217223965241073,0
3,82.70607091768592,0.800000012,0.079999998,0.33,0.2,0.0,0.8644975782051054,0
0,206.69720509002673,1.0,0.349999994,0.33,0.2,0.0,0.9267964419668443,0
3,82.70554953009592,0.04,0.419999987,0.33,0.2,0.0,0.9739608620709056,0
3,82.95514553490878,0.08,0.109999999,0.33,0.2,0.0,0.8791920287429129,0
4,69.13992014690548,0.51999998,0.310000002,0.33,0.2,0.0,0.929835974707984,0
2,103.7153067531246,0.159999996,0.289999992,0.33,0.2,0.0,0.9317211312651976,0
3,82.96852295370441,0.159999996,0.270000011,0.33,0.2,0.0,0.9257895120348492,0
2,103.716028133458,0.200000004,-0.140000001,0.33,0.2,0.0,0.8042554537762034,0
2,74.42641699958989,0.28,0.239999995,0.33,0.2,0.0,0.9146940283445354,0
3,82.95500187935146,0.400000004,0.119999997,0.33,0.2,0.0,0.8792681209588497,0
3,82.95140994076317,0.479999988,0.189999998,0.33,0.2,0.0,0.8974828429320449,0
1,80.45601700656816,0.200000004,0.230000004,0.0,0.6,0.22494999880000002,0.9117991956514698,1
1,83.40376045693874,0.28,0.479999989,0.0,0.6,0.49995000835,0.9833771692358108,1
2,90.59768273537804,0.360000016,0.289999992,0.0,0.6,0.49995000835,0.9272253588940895,1
1,83.40376045693874,0.360000016,0.07,0.0,0.6,0.49995000835,0.8656378451074249,1
-2,201.5117787875919,0.200000004,0.059999999,0.0,0.6,0.2999499988,0.8644493722738755,1
-1,146.37776667323968,0.28,-1.700000048,0.0,0.6,0.2999499988,0.35964769427535204,1
-1,139.00172418295227,0.479999988,0.439999998,0.0,0.6,0.2999499988,0.9651532898143215,1
-2,247.08571106047825,0.04,0.059999999,0.0,0.6,0.19994999880000003,0.865220224378704,1
-1,139.00172418295227,0.08,0.150000006,0.0,0.6,0.125,0.8912836706572435,1
2,83.03903392420241,0.479999988,-0.189999998,0.0,0.6,0.25,0.7951326719147128,1
1,80.45601700656816,0.479999988,0.25,0.0,0.6,0.25,0.9137216398767981,1
2,83.03903392420241,0.51999998,0.280000001,0.0,0.6,0.25,0.920982190860295,1
0,103.47648445769623,0.680000008,-0.769999981,0.0,0.6,0.19994999880000003,0.6501957564810967,1
-2,273.6044239098415,0.680000008,0.090000004,0.0,0.6,0.19994999880000003,0.86850264960202,1
0,159.78849121486783,0.04,0.49000001,0.0,0.6,0.12495000362500001,0.9952881750258821,1
2,67.55982020079189,0.639999984,0.449999988,0.0,0.6,0.079950003625,0.9623133328120567,1
-2,201.6256624852132,0.200000004,-0.059999999,0.0,0.8,0.44992501255,0.8293842030002628,0
2,91.3402368064537,0.600000024,0.360000014,0.0,0.8,0.44992501255,0.9409645185121686,0
0,124.02798401364315,0.0,0.449999988,0.0,0.8,0.375,0.9844812285298561,0
0,124.02798401364315,0.08,-0.01,0.0,0.8,0.29992501255,0.8418265374897809,0
1,88.00877749680211,0.239999996,0.449999988,0.0,0.8,0.375,0.9768668861816845,0
-2,204.99452243065502,0.800000012,0.039999999,0.0,0.8,0.187424998275,0.8553948692906982,0
-2,272.7789873440741,0.360000016,-0.730000019,0.0,0.8,0.7499249841,0.6408229067807556,0
0,113.20193598037473,0.0,0.270000011,0.0,0.8,0.44992501255,0.9291051836816253,0
1,76.7514572808827,0.159999996,0.360000014,0.0,0.8,0.44992501255,0.9532469454720809,0
1,127.86417948536263,0.200000004,0.330000013,0.0,0.8,0.44992501255,0.9410286171527927,0
-2,274.19698078400353,0.239999996,0.409999996,0.0,0.8,0.44992501255,0.9652344873662212,0
1,82.80263478376031,0.51999998,0.340000004,0.0,0.8,0.44992501255,0.9365028401275571,0
2,89.86461863334925,0.0,0.479999989,0.0,0.8,0.375,0.9937107400932984,0
1,80.58065350758947,0.04,-0.730000019,0.0,0.8,0.375,0.6227920453403882,0
0,114.54237849765457,0.119999996,0.289999992,0.0,0.8,0.29992501255,0.9325868594373724,0
1,78.23366909205696,0.239999996,0.340000004,0.0,0.8,0.29992501255,0.9442997302491385,0
-1,181.96067080874235,0.28,0.280000001,0.0,0.8,0.225,0.9261558429553245,0
0,133.67477090828535,0.600000024,-2.700000048,0.0,0.8,0.375,0.13998092047488053,0
-2,273.71092084185227,0.800000012,-1.549999952,0.0,0.8,0.375,0.4645520771226033,0
1,72.46277286802975,1.0,0.090000004,0.0,0.8,0.375,0.8663434802255261,0
0,115.35592301697874,0.239999996,0.49000001,0.0,0.8,0.187424998275,0.9885069099851915,0
1,109.45536227989572,0.04,0.460000008,0.0,0.8,0.7499249841,0.9861411708692873,0
1,83.27446066796882,0.08,-0.670000017,0.0,0.8,0.7499249841,0.6449381469892617,0
-1,150.0790309600986,0.200000004,0.469999999,0.0,0.8,0.7499249841,0.9834028103904638,0
-1,169.83018655626688,0.360000016,0.460000008,0.0,0.8,0.7499249841,0.9748185032544788,0
1,81.75803384864693,0.400000004,-0.209999993,0.0,0.8,0.7499249841,0.787063770123251,0
1,81.75803384864693,0.479999988,0.469999999,0.0,0.8,0.7499249841,0.9732800974539673,0
-2,190.3799862075332,0.479999988,-0.230000004,0.0,0.8,0.7499249841,0.7829562235821498,0
0,100.69939457590033,0.600000024,0.270000011,0.0,0.8,0.7499249841,0.9166436900003657,0
-2,212.28136531814292,0.159999996,0.330000013,0.0,0.2,0.0,0.9420328586960869,0
-2,202.4414415281112,0.159999996,0.330000013,0.0,0.2,0.0,0.9435002246842236,0
0,137.4561832132812,0.200000004,0.479999989,0.0,0.2,0.0,0.9863505153683036,0
-1,181.21029840297035,0.200000004,0.209999993,0.0,0.2,0.0,0.9077153651597637,0
-2,227.5385680217199,0.200000004,0.25999999,0.0,0.2,0.0,0.9229097294381173,0
1,118.35355301971178,0.200000004,0.289999992,0.0,0.2,0.0,0.9307909226314072,0
2,90.3862283112422,0.200000004,0.5,0.0,0.2,0.0,0.992166071488273,0
0,114.60121590914592,0.200000004,0.129999995,0.0,0.2,0.0,0.8825807631028613,0
-2,177.44130183164543,0.200000004,0.039999999,0.0,0.2,0.0,0.8568544813412101,0
1,116.40823454099545,0.200000004,0.5,0.0,0.2,0.0,0.9921837239190578,0
2,101.44153588796517,0.200000004,0.310000002,0.0,0.2,0.0,0.9375124174150704,0
0,136.42006993499646,0.200000004,0.25,0.0,0.2,0.0,0.9191176994333159,0
-2,202.4414415281112,0.200000004,-0.050000001,0.0,0.2,0.0,0.8314358716311763,0
0,124.46136964393634,0.200000004,0.159999996,0.0,0.2,0.0,0.893680694770595,0
0,104.62260248729673,0.200000004,0.439999998,0.0,0.2,0.0,0.9746463040131659,0
-2,239.4730096396361,0.239999996,0.100000001,0.0,0.2,0.0,0.8751116095491703,0
0,113.22983332163757,0.239999996,0.349999994,0.0,0.2,0.0,0.9477839972481231,0
-1,225.61025390622478,0.239999996,0.349999994,0.0,0.2,0.0,0.9477852382337968,0
-2,213.31457608014466,0.239999996,0.439999998,0.0,0.2,0.0,0.9739599520786566,0
0,141.9528379460234,0.239999996,-1.5,0.0,0.2,0.0,0.40994611772090533,0
1,120.11974278185326,0.239999996,0.330000013,0.0,0.2,0.0,0.9405181481580679,0
2,92.39575807452451,0.239999996,0.340000004,0.0,0.2,0.0,0.944304910989125,0
0,124.46136964393634,0.239999996,0.079999998,0.0,0.2,0.0,0.8678360775167249,0
0,126.91911213062895,0.239999996,0.100000001,0.0,0.2,0.0,0.8751019175706303,0
0,104.62260248729673,0.239999996,0.300000012,0.0,0.2,0.0,0.9332523080852287,0
1,100.19137610517308,0.28,0.5,0.0,0.2,0.0,0.9891069853211185,0
-1,156.96045534073772,0.28,-0.239999995,0.0,0.2,0.0,0.7765042241019964,0
-1,157.58482829480621,0.28,0.129999995,0.0,0.2,0.0,0.8817997445761268,0
0,119.9003019328293,0.28,-0.879999995,0.0,0.2,0.0,0.5956865585663251,0
0,129.6885945335155,0.28,0.360000014,0.0,0.2,0.0,0.9499001365499294,0
2,117.19664360715556,0.28,0.479999989,0.0,0.2,0.0,0.9833760663942949,0
-1,177.0133846392524,0.28,0.25999999,0.0,0.2,0.0,0.9212766935705894,0
0,168.2076107988013,0.28,0.059999999,0.0,0.2,0.0,0.8640729869795426,0
-2,273.7934259341413,0.28,0.310000002,0.0,0.2,0.0,0.9355881633992338,0
0,144.1945436124772,0.28,-1.549999952,0.0,0.2,0.0,0.4025619161550241,0
1,88.5514832851375,0.28,0.25999999,0.0,0.2,0.0,0.9204246717093546,0
1,114.0525025219621,0.28,-0.699999988,0.0,0.2,0.0,0.6457564788415612,0
0,145.9531341618324,0.28,0.090000004,0.0,0.2,0.0,0.8712183135139401,0
-2,225.13875862993135,0.28,-1.600000024,0.0,0.2,0.0,0.3882432685677203,0
-1,141.46515031147797,0.28,0.379999995,0.0,0.2,0.0,0.9547610695381656,0
0,135.37530358861787,0.28,0.100000001,0.0,0.2,0.0,0.8746522411220669,0
1,109.57391209771676,0.28,0.270000011,0.0,0.2,0.0,0.9232884048242348,0
-2,273.9458388180014,0.360000016,0.209999993,0.0,0.2,0.0,0.9048279642430495,0
-2,231.65301503822369,0.360000016,0.109999999,0.0,0.2,0.0,0.8776805428834805,0
0,136.42586021059677,0.360000016,0.49000001,0.0,0.2,0.0,0.9832227493836486,0
0,136.48902340362778,0.400000004,0.100000001,0.0,1.0,0.5,0.8737270897685477,0
-2,197.09523824031308,0.479999988,0.07,0.0,1.0,0.5,0.8649898183541939,0
-1,154.70747952998593,0.51999998,0.300000012,0.0,1.0,0.39989998805,0.9263399976588093,0
0,101.5638489273104,0.600000024,0.5,0.0,1.0,0.39989998805,0.9767918993863896,0
2,58.98404421308274,0.639999984,0.310000002,0.0,1.0,0.5,0.9269259985550508,0
0,113.68349998875203,0.680000008,0.340000004,0.0,1.0,0.5,0.9323529464688668,0
1,87.7830604361813,0.680000008,0.270000011,0.0,1.0,0.5,0.9149891579635102,0
-1,124.21057941759796,0.680000008,0.059999999,0.0,1.0,0.5,0.8618763967857217,0
-1,178.84345751252727,0.720000028,0.310000002,0.0,1.0,0.5,0.9250062537630327,0
2,68.86198333815885,0.720000028,0.49000001,0.0,1.0,0.5,0.9696524761363939,0
1,80.14765300040833,0.720000028,0.349999994,0.0,1.0,0.5,0.9343342157018193,0
0,101.06329350227331,0.800000012,0.360000014,0.0,1.0,0.5,0.9353802251295223,0
2,89.37800931591784,1.0,0.449999988,0.0,1.0,0.39989998805,0.9498657587071577,0
1,78.17690117290867,1.0,0.109999999,0.0,1.0,0.5,0.8721150024010187,0
2,71.00406112467141,0.0,0.479999989,0.0,1.0,0.249899992825,0.993720591376507,0
1,80.55704398874488,0.200000004,0.300000012,0.0,1.0,0.249899992825,0.933717071967186,0
-2,208.31987635810512,0.239999996,0.340000004,0.0,1.0,0.249899992825,0.9443044785812988,0
1,107.61384672215125,0.28,0.310000002,0.0,1.0,0.15989999295000001,0.9355823309882205,0
1,93.66601477868606,0.639999984,0.460000008,0.0,1.0,0.15989999295000001,0.9649043534692789,0
-1,139.56785495751373,0.720000028,0.090000004,0.0,1.0,0.31989999282500003,0.8679847315074058,0
-2,129.5964702876594,0.800000012,0.449999988,0.0,1.0,0.299899992825,0.9567885918124202,0
-1,150.58544481478228,0.680000008,0.439999998,0.0,1.0,0.44989998805,0.9583900997928442,0
-2,229.64979342107304,0.200000004,0.140000001,0.0,1.0,0.99990003585,0.8869539925637744,0
-2,225.06207234453083,0.0,0.270000011,0.0,1.0,0.5999000262999999,0.9291077434283589,0
-2,182.70358382761387,0.680000008,0.330000013,0.0,1.0,0.39989998805,0.9303096829289381,0
